2.1 337.351 139.651 45.0972 54.8469 20.2403
2.2 339.513 154.922 72.8175 69.1272 38.8232
2.3 340.192 159.348 81.8515 71.8384 52.2948
2.4 341.167 158.732 87.8406 70.1453 49.7114
2.5 341.862 156.745 92.3109 70.3186 52.2193
2.6 341.981 157.087 99.4935 73.2656 54.1679
2.7 342.112 159.606 99.0561 73.0174 55.1036
2.8 342.285 159.842 101.558 75.2052 57.0543
2.9 342.393 160.3 101.158 76.196 58.2134
3 342.423 162.174 103.345 77.4458 57.7944
3.1 342.479 163.68 104.64 76.4921 56.4587
3.2 342.374 164.776 105.433 76.1685 58.7237
3.3 342.419 164.18 105.351 76.2967 57.8042
3.4 342.507 162.782 105.674 77.739 58.6287
3.5 342.498 162.858 103.788 77.3332 59.3793
3.6 342.544 164.058 101.888 78.1373 58.5374
3.7 342.609 164.49 102.413 78.1124 58.8134
3.8 342.549 165.868 102.139 78.5576 58.1693
3.9 342.466 164.89 99.931 78.5607 58.8552
4 342.346 165.136 98.955 78.3866 59.5308
4.1 342.463 163.945 99.2101 78.2146 61.9324
4.2 342.434 162.763 99.9257 77.9527 62.2091
4.3 342.357 163.118 100.605 78.1405 61.9327
4.4 342.329 164.008 101.906 77.5646 62.1877
4.5 342.243 163.918 101.574 76.6504 61.9575
4.6 342.245 164.751 101.866 77.9253 60.7187
4.7 342.212 164.547 102.315 78.471 60.9488
4.8 342.137 165.024 102.826 78.9472 61.9195
4.9 342.138 165.226 103.193 79.0738 62.0393
5 342.086 165.007 102.382 79.2012 61.144
5.1 342.086 165.727 101.878 79.3091 62.1378
5.2 342.086 165.727 104.671 80.2341 61.6685
5.3 342.086 165.727 104.671 80.2341 62.2596
5.4 342.086 165.727 104.671 80.2341 62.2596
5.5 342.086 165.727 104.671 80.2341 62.2596
5.6 342.086 165.727 104.671 80.2341 62.2596
5.7 342.086 165.727 104.671 80.2341 62.2596
5.8 342.086 165.727 104.671 80.2341 62.2596
5.9 342.086 165.727 104.671 80.2341 62.2596
