12 0 0 0 0 0
12.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
12.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
13.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
14.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
15.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
16.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
17.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
18.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.1 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.2 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.3 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.4 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.5 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.6 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.7 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.8 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
19.9 6.66667e-05 0.00413333 0.00926667 0.0098 0.0144
